Date,ACA.PA,AI.PA,AIR.PA,ALO.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EDEN.PA,EL.PA,EN.PA,ENGI.PA,ERF.PA,GLE.PA,HO.PA,KER.PA,LR.PA,MC.PA,ML.PA,MT.AS,OR.PA,ORA.PA,PUB.PA,RI.PA,RMS.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,STLAP.PA,STMPA.PA,SU.PA,TEP.PA,TTE.PA,URW.PA,VIE.PA,WLN.PA
2003-08-01,4483590.0,1735209.0,2876958.0,,2266156.0,4169550.0,2839050.0,2335943.0,6826607.0,1314441.0,4452860.0,,1267556.0,749046.0,8135400.0,23450.0,4426098.0,452723.0,504871.0,,1435291.0,1665168.0,,1271265.0,6169718.0,769501.0,560222.0,123870.0,2338074.0,1008475.0,1909992.0,1500293.0,342.0,6654721.0,2106306.0,347210.0,11922292.0,,1155974.0,
2003-08-04,2466051.0,895465.0,2314077.0,,1881964.0,3018404.0,1518006.0,892024.0,6125993.0,1657848.0,2170660.0,,1099943.0,629127.0,5081100.0,28470.0,2489249.0,208755.0,436475.0,,1020219.0,3907933.0,,1317839.0,4180804.0,370905.0,270775.0,39441.0,1434931.0,328875.0,1684557.0,1417808.0,653.0,5891232.0,1625180.0,44749.0,8859144.0,,762220.0,
2003-08-05,8012305.0,1248960.0,1697896.0,,1596248.0,3523697.0,1632663.0,903669.0,5570316.0,1390335.0,2989510.0,,1289037.0,905677.0,5242700.0,65840.0,2474459.0,225593.0,267450.0,,1012623.0,5142115.0,,1011230.0,5817163.0,655555.0,718385.0,31545.0,2494954.0,724350.0,1948029.0,1130902.0,843.0,3487592.0,1884999.0,25235.0,10775944.0,,1670283.0,
2003-08-06,8503801.0,1664213.0,1800713.0,,1880722.0,3846673.0,1658971.0,820293.0,9315338.0,1416885.0,2926790.0,,984175.0,1286398.0,5051400.0,30300.0,2081801.0,275741.0,591811.0,,1375953.0,5120096.0,,969317.0,5064896.0,756379.0,881531.0,24609.0,686092.0,860350.0,3016385.0,1407881.0,527.0,6081407.0,2811729.0,46143.0,13012500.0,,925473.0,
2003-08-07,7286199.0,1758435.0,1931836.0,,1874749.0,3328153.0,1866404.0,1048415.0,7955936.0,1147367.0,2369810.0,,1317729.0,1480962.0,4497900.0,123850.0,1921886.0,215403.0,349656.0,,1242731.0,3074951.0,,1138022.0,5227153.0,733583.0,687288.0,58620.0,1130229.0,851575.0,2955684.0,1023354.0,105.0,5271369.0,2120199.0,30616.0,11196564.0,,767115.0,
2003-08-08,5648887.0,878333.0,1565157.0,,3839658.0,2543771.0,2556709.0,562289.0,5262842.0,1419464.0,1107230.0,,1503324.0,1385701.0,2609700.0,25300.0,1860527.0,355168.0,624428.0,,1175291.0,2555101.0,,853303.0,4452647.0,614731.0,897111.0,61029.0,691221.0,578050.0,2101378.0,1057894.0,305.0,5009866.0,1255474.0,11446.0,16051244.0,,898710.0,
2003-08-11,1838639.0,1340730.0,1266734.0,,1190195.0,1645796.0,1199790.0,657147.0,4576613.0,697703.0,1516790.0,,1394836.0,408101.0,2062100.0,30030.0,1227573.0,277981.0,188935.0,,729385.0,1910880.0,,993918.0,2992614.0,579399.0,366824.0,51582.0,667753.0,311975.0,2322851.0,612383.0,1818.0,4110121.0,1388163.0,145806.0,11063724.0,,539169.0,
2003-08-12,3263130.0,1010254.0,1064558.0,,1964061.0,2579988.0,1406189.0,688791.0,17886894.0,1140649.0,2590700.0,,787249.0,859261.0,2883100.0,26810.0,1447963.0,308859.0,318020.0,,768228.0,2123382.0,,820146.0,3635325.0,2882509.0,352765.0,43221.0,862761.0,618800.0,2914277.0,988877.0,6.0,4009613.0,1510024.0,213648.0,9833052.0,,1059995.0,
2003-08-13,4030131.0,1359365.0,1682057.0,,1540246.0,3367360.0,1518916.0,854977.0,19187821.0,958026.0,2728140.0,,747218.0,722366.0,2532400.0,18210.0,2050371.0,451057.0,516830.0,,684034.0,4123391.0,,1248840.0,4909028.0,1297241.0,387081.0,263037.0,2248760.0,2049800.0,2400108.0,907865.0,52.0,4108450.0,1188064.0,119785.0,8501572.0,,1908617.0,
2003-08-14,4013270.0,1348186.0,1174532.0,,2154432.0,3033477.0,1465631.0,1532167.0,12117761.0,1198105.0,1756830.0,,882415.0,540026.0,4069300.0,118430.0,1992474.0,263582.0,403746.0,,735988.0,1843878.0,,1020454.0,5463889.0,1443524.0,277556.0,67368.0,1362015.0,1011000.0,2352347.0,1086071.0,337.0,2726320.0,1085863.0,189280.0,9080620.0,,2381325.0,
2003-08-15,3870754.0,1186881.0,704011.0,,1322300.0,2262999.0,1041550.0,804047.0,8720917.0,997515.0,905310.0,,1263967.0,339190.0,2784400.0,10550.0,1759876.0,214477.0,198574.0,,616474.0,1098684.0,,971863.0,3954164.0,421008.0,356983.0,27864.0,529927.0,201550.0,1200276.0,1510082.0,0.0,1588676.0,1390861.0,49462.0,8458972.0,,2106375.0,
2003-08-18,2566907.0,816179.0,1016021.0,,1440463.0,1503162.0,1114596.0,733574.0,11830437.0,1284513.0,1310030.0,,736966.0,404781.0,1823500.0,29960.0,1467764.0,348131.0,331372.0,,552255.0,1488843.0,,1186905.0,3642711.0,657881.0,401550.0,43068.0,538918.0,511500.0,1243202.0,1208386.0,527.0,4171685.0,1164956.0,75644.0,8262096.0,,1351603.0,
2003-08-19,2411758.0,1136344.0,1405244.0,,2580189.0,2500170.0,1683845.0,1750230.0,12458130.0,1563454.0,4394340.0,,2045519.0,675351.0,5841600.0,52730.0,1810821.0,534074.0,843760.0,,1630503.0,3275792.0,,1392588.0,6331177.0,589289.0,525547.0,47175.0,1232532.0,933350.0,1899378.0,2055468.0,0.0,11720018.0,3437190.0,83229.0,8520484.0,,1366105.0,
2003-08-20,3376963.0,1419856.0,938895.0,,1787018.0,2724528.0,1216450.0,1795558.0,11743096.0,1038886.0,3311020.0,,1500180.0,890168.0,3649600.0,49230.0,1914906.0,266651.0,1217899.0,,1386593.0,2833384.0,,893447.0,5057214.0,557467.0,518691.0,59892.0,980641.0,383000.0,1784805.0,1755755.0,0.0,9819058.0,2203585.0,43844.0,9836164.0,,815296.0,
2003-08-21,3637938.0,1196005.0,1406647.0,,2725677.0,4735399.0,1544702.0,1136817.0,11529835.0,2834027.0,2531800.0,,1816574.0,646524.0,7648500.0,106080.0,2566192.0,390538.0,1084919.0,,2937660.0,6266814.0,,1922837.0,5860847.0,1248373.0,811270.0,190701.0,1834181.0,374375.0,1927326.0,1231255.0,263.0,10800856.0,2389877.0,34609.0,10396032.0,,2290206.0,
2003-08-22,2793233.0,1889492.0,1073450.0,,1295590.0,3832007.0,1797425.0,1363025.0,14106160.0,1159047.0,7015210.0,,953787.0,502221.0,4405300.0,28460.0,2611300.0,388733.0,536628.0,,2100916.0,4311928.0,,1253380.0,3853016.0,574887.0,385544.0,177696.0,1569835.0,1158225.0,1631787.0,846986.0,142.0,18789902.0,1883942.0,47671.0,5603976.0,,1036636.0,
2003-08-25,1007059.0,758181.0,641138.0,,1154896.0,2459425.0,1076101.0,642521.0,7945018.0,821584.0,2861180.0,,495550.0,307970.0,2421100.0,70540.0,1389065.0,171523.0,367209.0,,866573.0,2949496.0,,851289.0,2420371.0,212923.0,251415.0,164463.0,573205.0,235900.0,948161.0,897571.0,661.0,5551376.0,1201946.0,47397.0,5765480.0,,389255.0,
2003-08-26,2283474.0,1214621.0,1465165.0,,2043899.0,4910505.0,2094792.0,877189.0,9638814.0,1842790.0,3251440.0,,914430.0,548554.0,4942500.0,301280.0,2316553.0,250761.0,586054.0,,1633030.0,2964900.0,,1043884.0,3562434.0,905757.0,506791.0,331422.0,956398.0,719475.0,1402272.0,1419881.0,0.0,6933084.0,2002215.0,39061.0,9610712.0,,1234709.0,
2003-08-27,2633619.0,1685549.0,1687772.0,,1337010.0,7420057.0,1453398.0,1051754.0,6672032.0,1236905.0,1555840.0,,1094257.0,578018.0,4348800.0,3121420.0,1793302.0,272727.0,2482641.0,,1542643.0,4240389.0,,4855377.0,3720788.0,677026.0,2920344.0,342576.0,2182501.0,735750.0,2245660.0,2356992.0,0.0,6039366.0,1371855.0,44049.0,19594120.0,,3361601.0,
2003-08-28,3773616.0,2336011.0,1566162.0,,1843338.0,3865363.0,7675981.0,1813445.0,7236779.0,1414013.0,2737670.0,,1184604.0,1168432.0,5846400.0,940590.0,2682818.0,440986.0,864844.0,,2197200.0,5923234.0,,1518779.0,6293210.0,1138483.0,772829.0,120186.0,1412615.0,1522675.0,2333141.0,1361185.0,400.0,12121932.0,2199684.0,28429.0,8805524.0,,1003666.0,
2003-08-29,3659300.0,2121822.0,1311507.0,,2320662.0,3603201.0,4434743.0,1426292.0,7831069.0,1951377.0,3662650.0,,1991974.0,870088.0,4388000.0,476370.0,1962678.0,607192.0,506153.0,,1641301.0,10877269.0,,1990177.0,6553000.0,1128970.0,608928.0,69972.0,1883495.0,1673400.0,1889240.0,1188960.0,84.0,9150795.0,4165937.0,141771.0,9695612.0,,950379.0,
2003-09-01,1246548.0,1332219.0,2216953.0,,1648227.0,1937152.0,1375428.0,1423738.0,4913153.0,2399990.0,3363510.0,,1070406.0,1162726.0,3708000.0,1347470.0,1204531.0,345727.0,470413.0,,1092965.0,5420104.0,,1483490.0,23752331.0,452426.0,577021.0,136170.0,1224646.0,760825.0,1691514.0,882947.0,174.0,5398675.0,1146567.0,75626.0,6076132.0,,1908304.0,
2003-09-02,3650710.0,1459549.0,1909150.0,,2388347.0,2883742.0,2605201.0,2276134.0,9310860.0,5678223.0,3675530.0,,1597938.0,1433157.0,4019700.0,755160.0,1842426.0,478672.0,1458532.0,,1610654.0,5123996.0,,1259558.0,21348315.0,986547.0,711650.0,134766.0,1006968.0,693600.0,4013308.0,1058946.0,0.0,6638392.0,1856338.0,31229.0,11536408.0,,1176088.0,
2003-09-03,6589479.0,2952767.0,3269321.0,,2734884.0,5369789.0,3225222.0,3467548.0,15120594.0,3395065.0,35093540.0,,1585352.0,1254712.0,10378000.0,566390.0,3430223.0,831506.0,1059960.0,,1510787.0,5780914.0,,4152071.0,17054650.0,2469969.0,872882.0,136710.0,1804130.0,1477575.0,3091086.0,1509044.0,105.0,7052382.0,4261783.0,256445.0,12959352.0,,1901210.0,
2003-09-04,3524553.0,2016087.0,2436587.0,,2182105.0,3488282.0,2269574.0,1990025.0,10349850.0,3300663.0,30151210.0,,2909601.0,1115320.0,11199800.0,481850.0,2196023.0,642016.0,1896845.0,,1680772.0,3209419.0,,1458889.0,9659724.0,1206648.0,505228.0,260943.0,1098460.0,3015725.0,2032075.0,1399589.0,404.0,5435271.0,3075351.0,184613.0,11498136.0,,2251959.0,
2003-09-05,2665234.0,1523508.0,2639542.0,,2569044.0,3288177.0,1710950.0,3138524.0,7238587.0,1737995.0,10130180.0,,1308634.0,1059673.0,5691500.0,354810.0,1539424.0,307142.0,1433031.0,,1367523.0,2773361.0,,1612975.0,10197476.0,796503.0,748490.0,153381.0,809537.0,920800.0,1398933.0,1623330.0,210.0,10717223.0,2248534.0,170221.0,10701624.0,,1925086.0,
2003-09-08,5083238.0,1420775.0,1079757.0,,1657265.0,2793402.0,1276276.0,1587735.0,6335895.0,1736154.0,7761420.0,,1089270.0,843216.0,3212200.0,439730.0,1848962.0,417262.0,522193.0,,1233534.0,3496979.0,,1006340.0,6853160.0,861666.0,412612.0,93741.0,793510.0,890300.0,909221.0,1058879.0,1264.0,11266257.0,1073123.0,78626.0,10546216.0,,1030258.0,
2003-09-09,4462311.0,1260375.0,1966496.0,,2268568.0,3377439.0,1794994.0,1586939.0,6923522.0,2755648.0,8637690.0,,1172406.0,682393.0,4022500.0,480830.0,1800578.0,664438.0,646526.0,,2106660.0,2962453.0,,1052851.0,7928282.0,515610.0,497259.0,392325.0,825982.0,2084750.0,1780410.0,1226244.0,0.0,11995536.0,1303141.0,55027.0,10258564.0,,792515.0,
2003-09-10,6287333.0,2116129.0,2912284.0,,2968570.0,3263528.0,2173637.0,1588668.0,8973533.0,1943457.0,3626670.0,,1738478.0,1662352.0,5718700.0,160140.0,1769966.0,743458.0,521221.0,,1933024.0,4060773.0,,1149687.0,9033312.0,1670341.0,579962.0,214914.0,1606418.0,1292225.0,3587137.0,1783204.0,105.0,9503738.0,2392142.0,53640.0,9363128.0,,749641.0,
2003-09-11,2817685.0,1644504.0,1916728.0,,10632033.0,2869773.0,1668156.0,1703613.0,6502966.0,1701073.0,5035960.0,,2761475.0,1220297.0,3511300.0,1080450.0,1347290.0,1103364.0,486036.0,,1295595.0,3269607.0,,1221178.0,12241985.0,1881763.0,319363.0,141108.0,1322975.0,2063800.0,2261502.0,1386333.0,0.0,7609450.0,1009444.0,97344.0,8623684.0,,1005994.0,
2003-09-12,6369508.0,2545964.0,1764875.0,,7829833.0,5078675.0,2261424.0,1571317.0,7706323.0,3104681.0,5686280.0,,1190123.0,728861.0,4838800.0,321740.0,2513309.0,393617.0,732593.0,,3927827.0,2332349.0,,1283132.0,11831901.0,1182372.0,1020917.0,180339.0,1266695.0,809950.0,1464555.0,2409076.0,94.0,6898748.0,2207540.0,34611.0,11621992.0,,1033180.0,
2003-09-15,2883115.0,1824534.0,1662452.0,,2784070.0,2842885.0,1471538.0,883263.0,6617080.0,5263102.0,2736260.0,,719176.0,630773.0,2382900.0,574470.0,1509954.0,973651.0,277782.0,,946797.0,1786467.0,,755485.0,7132571.0,984168.0,470920.0,88542.0,1238221.0,1187400.0,1255083.0,1465708.0,415.0,4674434.0,1276626.0,43406.0,11363276.0,,498051.0,
2003-09-16,5003816.0,1793579.0,1339874.0,,2223596.0,3818947.0,2204897.0,1223502.0,5859554.0,2069873.0,5080900.0,,1104485.0,596551.0,2158500.0,158340.0,1684763.0,890529.0,354689.0,,1023128.0,2159021.0,,753908.0,5851646.0,900032.0,758590.0,127164.0,3835625.0,1616250.0,1327682.0,1149271.0,158.0,4883969.0,1717401.0,65131.0,9243464.0,,727768.0,
2003-09-17,5520558.0,1138564.0,2236213.0,,1976253.0,3866061.0,2581251.0,1635047.0,8793032.0,2054257.0,8593120.0,,946740.0,931053.0,2990400.0,71230.0,2510987.0,767176.0,467244.0,,976084.0,3730838.0,,659181.0,5908175.0,1007000.0,792179.0,57270.0,2429791.0,2665925.0,1768703.0,2090357.0,10.0,5811699.0,2041270.0,180800.0,8324920.0,,899779.0,
2003-09-18,4073391.0,1685577.0,1081106.0,,1645497.0,3986932.0,2687097.0,855116.0,21787026.0,1624250.0,7457620.0,,1271043.0,672756.0,3899300.0,129600.0,2135399.0,408807.0,365510.0,,932251.0,2038434.0,,1002158.0,7133029.0,1284471.0,635704.0,130233.0,852486.0,1699900.0,1967308.0,2061653.0,442.0,5623859.0,1687062.0,33306.0,11202188.0,,1165832.0,
2003-09-19,4023618.0,2095368.0,1554784.0,,3121764.0,4910744.0,3074619.0,854481.0,15389668.0,1800970.0,5932770.0,,1009805.0,719226.0,6590600.0,152410.0,2665148.0,1492450.0,316062.0,,1594152.0,2052646.0,,1217842.0,9847800.0,1019336.0,945582.0,88296.0,2927353.0,3079150.0,2142687.0,2303852.0,1346.0,4657445.0,1032526.0,28143.0,17353772.0,,1118421.0,
2003-09-22,5288076.0,1702233.0,2035895.0,,3052113.0,5186975.0,2019663.0,1386705.0,17990219.0,1309695.0,4204460.0,,1567489.0,816743.0,6958000.0,88760.0,2504601.0,684095.0,481643.0,,1245553.0,4077833.0,,1377016.0,9210682.0,749394.0,699324.0,115257.0,2037244.0,1261850.0,2039721.0,1678941.0,1222.0,8027391.0,2703184.0,93052.0,14001024.0,,1054848.0,
2003-09-23,4490711.0,2188562.0,2438102.0,,3261979.0,5291599.0,2264604.0,1290901.0,12591422.0,1865885.0,3243530.0,,1110555.0,869751.0,4846800.0,78890.0,3132863.0,705679.0,633321.0,,2190580.0,2890314.0,,1140201.0,8573497.0,540592.0,480304.0,160128.0,2050070.0,1311725.0,2003137.0,1587427.0,1176.0,7700478.0,2186510.0,224857.0,12651588.0,,1077191.0,
2003-09-24,3319854.0,1435951.0,1934806.0,,3295951.0,4840570.0,1651423.0,1015804.0,10897630.0,1804926.0,4327610.0,,1739905.0,439112.0,5456400.0,374800.0,2771954.0,342057.0,424779.0,,1320637.0,1998369.0,,843427.0,11744968.0,557004.0,679208.0,212325.0,1126642.0,656050.0,1829964.0,1488603.0,0.0,4862944.0,1195645.0,119369.0,11767196.0,,10396489.0,
2003-09-25,4026257.0,2993774.0,2107847.0,,3265476.0,5089825.0,2055744.0,2301320.0,14604424.0,1828038.0,5149080.0,,864548.0,860337.0,5026100.0,139470.0,2794524.0,501639.0,610615.0,,1932666.0,2934684.0,,1755606.0,12323394.0,760082.0,1624765.0,171498.0,1874509.0,1086300.0,3185833.0,2169424.0,0.0,7691369.0,2144945.0,95300.0,16077832.0,,4617131.0,
2003-09-26,2449930.0,1983789.0,1587215.0,,2200947.0,4320596.0,2097870.0,2145424.0,14850093.0,1779329.0,6332330.0,,1647968.0,988928.0,3957500.0,87420.0,2668194.0,438628.0,480541.0,,1786271.0,2618865.0,,1291981.0,13120870.0,754008.0,1476314.0,70809.0,1401978.0,989350.0,1739100.0,1635801.0,0.0,7236376.0,1537914.0,135064.0,14410092.0,,2938731.0,
2003-09-29,3786038.0,2368691.0,2615484.0,,2682002.0,4313715.0,2102107.0,1728884.0,11725366.0,1720070.0,6150330.0,,856393.0,1169695.0,3745900.0,104340.0,2030735.0,500495.0,353528.0,,1411195.0,2351242.0,,1228988.0,9375391.0,622783.0,593930.0,39627.0,1422777.0,551425.0,2950054.0,1969672.0,0.0,6334644.0,1896848.0,38260.0,11600772.0,,1919676.0,
2003-09-30,4716378.0,3592583.0,4532470.0,,4093628.0,6303953.0,2976219.0,1754542.0,14827886.0,2919658.0,8376340.0,,1452289.0,1278830.0,5768100.0,195770.0,3325490.0,1518524.0,680805.0,,3062665.0,3661091.0,,2513760.0,18012677.0,913854.0,629037.0,77544.0,1806732.0,875950.0,2598297.0,2630237.0,0.0,6261162.0,2738488.0,142551.0,18394272.0,,2439425.0,
2003-10-01,3781132.0,3853016.0,1666160.0,,3244196.0,5148315.0,3411120.0,1101245.0,15040661.0,2551949.0,6043380.0,,755148.0,489759.0,5265700.0,130110.0,2609866.0,1164287.0,398051.0,,1688583.0,2129976.0,,1689418.0,13418388.0,903226.0,435953.0,116982.0,1355888.0,1716250.0,3107501.0,2840506.0,0.0,5238327.0,2012903.0,222871.0,14264468.0,,1255729.0,
2003-10-02,3862649.0,1824336.0,2616824.0,,4116446.0,6305923.0,2689670.0,1891287.0,16083756.0,1739706.0,7747270.0,,704620.0,730288.0,6115800.0,272150.0,2336806.0,715945.0,462449.0,,1916776.0,2019871.0,,1273021.0,10181584.0,1433571.0,527178.0,81102.0,1965189.0,1152300.0,1741224.0,2378222.0,28.0,6294635.0,1736148.0,96975.0,12135368.0,,1608618.0,
2003-10-03,3118156.0,1898635.0,3297212.0,,3094867.0,4654794.0,2130894.0,1859111.0,16598669.0,1397362.0,5438270.0,,775955.0,1154417.0,5104300.0,111420.0,2485102.0,1539605.0,511099.0,,1590188.0,2153954.0,,1112205.0,7771178.0,1232043.0,616935.0,112284.0,1339870.0,1360600.0,1726099.0,2501976.0,0.0,7542315.0,1512374.0,96656.0,13343180.0,,1788752.0,
2003-10-06,1913164.0,1247494.0,2394282.0,,2187895.0,2686779.0,1501403.0,852581.0,7175706.0,1170854.0,10450690.0,,1172513.0,611885.0,2694000.0,60910.0,1137389.0,557316.0,288597.0,,1415999.0,2122562.0,,741347.0,3894139.0,840765.0,293079.0,165642.0,733223.0,514975.0,1321904.0,2062321.0,295.0,4097533.0,1005361.0,34655.0,7232736.0,,502487.0,
2003-10-07,1690985.0,1246509.0,2101508.0,,1948012.0,3662987.0,1882950.0,570470.0,8770362.0,1073054.0,9657640.0,,834475.0,505417.0,3605100.0,33170.0,1604656.0,516603.0,350318.0,,1145271.0,1810565.0,,989321.0,12885205.0,1096529.0,629885.0,113982.0,1302379.0,1155250.0,2058940.0,1434478.0,368.0,5006567.0,1082325.0,20319.0,9582300.0,,767287.0,
2003-10-08,2497972.0,1819882.0,3112747.0,,2652922.0,3255723.0,2913074.0,1484835.0,8128853.0,1876872.0,14042210.0,,1236081.0,552750.0,6020900.0,48700.0,1621291.0,599657.0,635069.0,,1145149.0,2083599.0,,1644530.0,9654476.0,711199.0,289302.0,90063.0,2093894.0,1714150.0,1323216.0,1483628.0,0.0,5239622.0,1290177.0,56275.0,9935572.0,,1494957.0,
2003-10-09,6178882.0,1810117.0,2219282.0,,2631740.0,3354573.0,2195398.0,1558100.0,9227279.0,1791164.0,9884520.0,,1333340.0,641590.0,4542800.0,110020.0,2593289.0,950244.0,764507.0,,1335947.0,2587258.0,,1210174.0,5673641.0,781626.0,266502.0,92550.0,1341535.0,1375800.0,1684669.0,1887807.0,10.0,6934817.0,1757537.0,59609.0,11332732.0,,1920709.0,
2003-10-10,5808000.0,1371718.0,1227376.0,,1595371.0,2215177.0,2869509.0,1486124.0,7470411.0,1263875.0,6714250.0,,1005885.0,1021489.0,3079300.0,26700.0,1446794.0,565386.0,636963.0,,888515.0,1649342.0,,1104445.0,6351021.0,497992.0,468153.0,151668.0,920487.0,488850.0,1493411.0,2278437.0,0.0,4711011.0,2033623.0,31475.0,7711280.0,,1561873.0,
2003-10-13,2850901.0,1484711.0,1092186.0,,1479535.0,2615403.0,1525631.0,713614.0,8208378.0,1175686.0,3132940.0,,649166.0,780436.0,3480900.0,64340.0,1109973.0,464412.0,409495.0,,1348126.0,1338363.0,,1098295.0,4899799.0,698672.0,341178.0,37161.0,418971.0,926425.0,1270936.0,1249860.0,0.0,3982584.0,1336836.0,217565.0,7810280.0,,939419.0,
2003-10-14,2899385.0,1398469.0,2023864.0,,1797408.0,2714017.0,1486133.0,1150102.0,10094914.0,1886972.0,4225740.0,,1856940.0,532123.0,2931800.0,300230.0,1691169.0,544061.0,686582.0,,1865120.0,1881686.0,,1268389.0,6115394.0,1182373.0,920235.0,86256.0,699991.0,535875.0,1408104.0,3282625.0,0.0,4871419.0,1645055.0,82794.0,9038024.0,,1668082.0,
2003-10-15,3827450.0,1841679.0,3878190.0,,2374379.0,4240503.0,2602507.0,1581861.0,12555770.0,3064972.0,9474020.0,,920117.0,787916.0,3810100.0,294960.0,2949560.0,815470.0,792750.0,,2276356.0,2285623.0,,1532440.0,8578461.0,1007228.0,720902.0,149457.0,1342831.0,3003325.0,1233898.0,2211514.0,0.0,7772932.0,1514694.0,133026.0,9619596.0,,1462741.0,
2003-10-16,5932218.0,2122444.0,2402215.0,,3153137.0,3088564.0,1634331.0,1961511.0,10262325.0,2466441.0,7481220.0,,1263309.0,584607.0,2615900.0,386300.0,2294102.0,488406.0,1498743.0,,1079717.0,1541489.0,,1443352.0,8084286.0,1525707.0,448591.0,131973.0,1153310.0,832675.0,1177137.0,1858638.0,0.0,6992950.0,1378119.0,197938.0,7923276.0,,938775.0,
2003-10-17,7447067.0,1505259.0,2930864.0,,2762395.0,3989423.0,2190978.0,3616286.0,8365905.0,1126492.0,3051210.0,,1746584.0,597125.0,2989700.0,34800.0,2253263.0,281922.0,1002520.0,,1072907.0,1217685.0,,1010518.0,7858110.0,1107933.0,485357.0,188022.0,738144.0,1243225.0,1434677.0,1479137.0,0.0,4736961.0,1235600.0,97612.0,11094720.0,,932672.0,
2003-10-20,7502963.0,1108688.0,2151399.0,,2514191.0,3009194.0,1593610.0,3878626.0,5752355.0,1087484.0,2493620.0,,871943.0,461719.0,3876500.0,58700.0,1522207.0,371641.0,705146.0,,1714575.0,1510358.0,,1527866.0,3737791.0,845326.0,507194.0,81612.0,557987.0,1671425.0,1391864.0,1235789.0,11.0,2937215.0,1482181.0,57638.0,5640404.0,,1305024.0,
2003-10-21,5808039.0,905527.0,2253712.0,,1736751.0,2887013.0,1881398.0,3211549.0,7869880.0,1646771.0,5169310.0,,1745014.0,592687.0,5109100.0,90900.0,1834780.0,556595.0,687125.0,,1325548.0,3269847.0,,1252333.0,5440787.0,337368.0,368961.0,101346.0,673776.0,1731025.0,2530473.0,1107632.0,0.0,8367727.0,2886644.0,60925.0,8056812.0,,1158109.0,
2003-10-22,5848538.0,1691393.0,2730547.0,,2148841.0,3940569.0,2298024.0,1460891.0,11427387.0,1829032.0,8506870.0,,1314974.0,788337.0,5423900.0,48010.0,2175756.0,479040.0,1250438.0,,1609909.0,4766606.0,,1723800.0,6335532.0,606941.0,541294.0,90396.0,1308123.0,822525.0,2424876.0,1842977.0,0.0,6406832.0,2911670.0,47100.0,11448468.0,,1501347.0,
2003-10-23,2912531.0,1372873.0,4167076.0,,2079452.0,3279545.0,2180081.0,1438797.0,8553796.0,1545292.0,8893360.0,,1308789.0,842055.0,6568300.0,211980.0,2659248.0,392879.0,679734.0,,1671185.0,2893899.0,,2366689.0,16340986.0,714229.0,456187.0,174309.0,1278810.0,1281875.0,2316084.0,1553223.0,10.0,13092296.0,1699974.0,169550.0,11754304.0,,1703353.0,
2003-10-24,8432818.0,918092.0,1965288.0,,1843715.0,2286037.0,1666312.0,1054853.0,6296327.0,682621.0,7837260.0,,1194783.0,466003.0,2305700.0,40530.0,1610143.0,274971.0,267325.0,,791580.0,2109865.0,,871500.0,5194377.0,496732.0,342512.0,61320.0,710332.0,683950.0,1073770.0,1384151.0,27.0,7207386.0,916097.0,50220.0,5677488.0,,1361504.0,
2003-10-27,9450772.0,1390777.0,1592994.0,,1400867.0,3330115.0,1227873.0,572038.0,5708883.0,1112189.0,2533690.0,,742427.0,1293687.0,2755800.0,47660.0,2661958.0,281193.0,727346.0,,934183.0,2055655.0,,994972.0,4029227.0,373388.0,504556.0,30495.0,811538.0,866400.0,1124481.0,1244298.0,150.0,3610479.0,1387669.0,54820.0,5561716.0,,1226467.0,
2003-10-28,7326698.0,3090338.0,2640968.0,,2672295.0,3361907.0,1665754.0,1528340.0,7067849.0,1869446.0,5908950.0,,662394.0,2663282.0,3655400.0,77440.0,1713253.0,346265.0,541829.0,,1417286.0,4743473.0,,1316175.0,7829715.0,660788.0,597274.0,88998.0,1551321.0,1804225.0,1244518.0,1457427.0,0.0,5738712.0,1560851.0,73515.0,7693784.0,,669031.0,
2003-10-29,6582749.0,2014282.0,4905740.0,,3070086.0,2678816.0,1707173.0,1881591.0,7909718.0,1092894.0,5229410.0,,1138278.0,1145450.0,3528800.0,64180.0,2221533.0,703367.0,593809.0,,1358597.0,1899528.0,,1385016.0,10541110.0,1246291.0,420013.0,86010.0,1489170.0,1265625.0,1170914.0,2297327.0,2.0,5597118.0,1607876.0,114370.0,9117792.0,,730853.0,
2003-10-30,7535926.0,1855879.0,4861464.0,,2313362.0,4398276.0,2591431.0,1622839.0,11457514.0,2039224.0,3502200.0,,1008579.0,1086125.0,4462700.0,25180.0,2712250.0,567617.0,873294.0,,1723588.0,2182502.0,,1470647.0,15205909.0,1254195.0,603430.0,96561.0,1566311.0,1207175.0,1288401.0,2282793.0,0.0,4326167.0,2304151.0,154902.0,13717524.0,,2112151.0,
2003-10-31,5040115.0,1992164.0,1866771.0,,1965888.0,4019176.0,1578843.0,1735896.0,8319175.0,1371150.0,3008300.0,,819027.0,1094331.0,3903700.0,97250.0,1612667.0,596000.0,501470.0,,1064068.0,1545691.0,,1160216.0,5221330.0,782056.0,462845.0,50040.0,712035.0,635550.0,2575097.0,1212422.0,0.0,3232185.0,2595333.0,25507.0,9846148.0,,1717097.0,
